Country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084544,1974896,3729952,5100288,6038272,7423264,8976800,10970016,13234368,15539024,17620176,19968800,22889008,24959168,27450688,30264640,33126224,36922128,40904896,47159344,53413792,61031248,66966928,75874112,85818208,95296976,105442592,114115280,121054896,126041600,128272976,130793808,134520096,140411808,145951776,153250464,161695984,172655008,183892496,195151968,208525568,221265296,234397072,247166112,260012096,273114560,286348928,300590896,314591040,329690384,346405552,362757984,380140000,396008784,409953968,423437488,437518240,451474416,465144800,478851824,493372256,510768928,526139408,556066960,591036176,627137568,662278992,699036240,738603776,782908864,830526208,874728704,923677503,972442003,1023568714,1077208839,1127241499,1182911539,1241716389,1304789055,1370265039,1439274256,1516523126,1599171127,1688015437,1778076521,1872044500,1967513886,2062345439,2162011134,2262662019,2365138842,2475649755,2584169754,2685989443,2789196010,2894174872,3000457863,3100824058,3204757998,3319369062,3440498183,3557300202,3669190220,3786035223,3907051937,4024616609,4146626649,4274225109,4408868759,4546426812,4685781263,4832291571,4974008376,5107318986,5231701199,5366321859,5523355499,5684780278,5859397784,6033630695,6221671879,6400539263,6587225715,6777473616,6968518297,7156946446,7359617936,7565985904,7773049963,7977373398
Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395128,4888704,7460146,10158886,13053100,16131081,19396132,22844097,26449402,30155963,34016113,38076203,42390624,46936120,51680231,56612185,61804025,67198801,72780399,78555913,84381002,90437836,96387225,102451965,108610306,114830045,121538355,128272452,135293399,142511521,149586475,156229024,162669665,168389596,170897861,173581357,176941449,179438793,182685236,186096308,189130008,192621418,196154118,199230726,202686288,206377482,210757312,215162562,220270324,225852438,230214768,234474944,239443820,245192072,250741500,256322937,262114667,268075480,273731872
Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719371,1337932,1983484,2692427,3371514,4031790,4624177,5178121,5860480,6494991,7325396,8254157,9062478,9846261,10715723,11503800,12074512,13293639,13930399,14472687,15041559,15626993,16184618,16808087,17128511,17928653,18865185,19044721,19491729,20103617,20752145,22389953,24071729,25533665,27127505,28739665,30406785,32095889,33839953,35635313,37441665,39819601,42226849,44663409,47224545,49840641,52559329,55274353,58095633,60752033,63379121,65885297,68384145,69732497,70593537,71465569,72375930,73303961,74231827
Asia and Pacific (other),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436016,1139504,2128784,3187680,4151312,5224864,6129872,7177776,8581088,11428016,14025792,16759136,19400880,22522608,25944784,29839616,34012912,39307392,44993920,51068832,56678416,63955120,72331024,81164928,90544768,100591456,112752272,126745088,141639248,158533952,177187376,198229728,221990768,248144400,262313088,277474720,295300080,314792560,335336608,357503808,384577104,411965504,445879488,486297072,527923776,571917424,620370160,671120224,727794976,789024080,854492432,919436832,989694032,1066583072,1149547024,1238977936,1335777152,1424955248,1518944176,1623133680,1734325088,1853119296,1971832896,2081555040,2198312064,2322803792,2454715120,2592976160,2732237472,2882175680,3039126784,3200350112,3350215040,3485478928,3619988032,3770955824,3936099632,4111396384,4303595168,4511831280,4729399600,4956838736,5211277888,5470729392,5701085072,5942135968,6158502496,6281979296,6383549040,6513496464,6668516640,6856062144,7061433008,7297387280,7552203824,7824534288,8111601360,8415698704,8747404288,9109176656,9478778992,10083276580,10751536643,11492925566,12272302996,13120269028,14041935103,15038942019,16104284009,17290511091,18593519699,20032535693,21667211686,23405991514,25232044483,27185890346,29162156801,31145470185,33227863888,35416893279,37642520283,39965166895,42333173859,44678314510,47028156371,49408191625,51889315419,54443183133,57037789977,59717976405,62611173211,65602667518,68637505844,71745193845,74900566346,78104864949,81381826684,84738039393,88203759764,91761608164,95142752227,98637580592,1.02E+11,1.06E+11,1.10E+11,1.14E+11,1.18E+11,1.22E+11,1.26E+11,1.31E+11,1.35E+11,1.39E+11,1.44E+11,1.49E+11,1.54E+11,1.58E+11,1.63E+11,1.68E+11,1.73E+11,1.78E+11
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278464,787760,1143168,1542544,1810016,2231376,2927536,3821552,4554352,5195552,5796448,6488944,7196096,8064464,8954816,9782880,10713536,11779760,12747056,14201664,16407392,18173440,20184976,22610544,25182672,28088224,30975456,34009248,37537680,40963520,44510272,48518688,52670000,56634448,60994608,65585600,70088656,75064368,80677616,86463072,96630672,108069680,119464720,130683888,142229152,154276384,168635600,184112336,200867808,215421216,232858192,252097856,272883728,295274432,319753616,341547088,360819728,381579952,404520256,426258768,451991040,475143856,499487472,524336720,551406352,579641136,607494864,636389168,662678368,686333152,708364784,727912224,748254752,769835712,792534192,817764496,844815808,873673472,901710400,933854672,962895536,997443392,1033947824,1068939024,1103149792,1135847328,1171270880,1209288544,1247712912,1285364176,1340108000,1399142368,1459349216,1518790288,1586636576,1657318800,1730356976,1804882736,1882500912,1966209069,2054327969,2144831866,2239655321,2340589585,2449465351,2570318020,2690537322,2819681534,2954178434,3096302236,3243782004,3396411541,3553747086,3724574480,3896763867,4072477793,4246552489,4434157356,4635977535,4840847110,5061378110,5291510753,5525399400,5750184413,5986545606,6227533578,6467255797,6723106021,6983984817,7261470424,7539894800,7819767164,8104679288,8393914145,8687928755,8993338555,9305699765,9626494461,9961178567,10305241904,10655436485,11013105228,11375314322,11745040157,12128245102,12514760314,12907442187,13307857916,13712906454,14121579085,14528331858,14932578429,15339724486,15737888284,16131352524,16534347977,16947717900,17360810555
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168544,168544,168544,168544,168544,168544,168544,168544,168544,168544,168544,168544,421360,754784,1113856,1480256,1828336,2227712,2630752,3088752,3565072,4023072,4499392,4994032,5474016,5986976,6415664,7001904,7635776,8309952,9017104,9867152,10926048,12094864,13413904,14872176,16139920,17733760,19532784,21646912,23728064,26062032,28322720,30649360,32983328,35793616,39017936,42194624,45895264,50127184,55000304,62244032,68110096,74258288,80637312,86990688,92867744,97942384,103295488,106889872,111803296,117874544,124359824,131724464,141866416,151872800,162600992,171753664,179612944,187703056,194987088,202227152,211090368,234737824,245051984,255651936,267413376,278874368,290921600,302290992,314547072,326499040,339374336,352410848,367356304,381821776,399522560,417652032,438023872,459322704,482343616,506797152,531613424,559287616,587650640,613305968,638855040,665781776,693888320,727424912,769542592,828485360,870654336,928171808,976210512,1026150832,1085778768,1134612560,1169512160,1177543648,1180995136,1184333040,1187348512,1201876272,1221214864,1239802336,1257580064,1277673440,1296663952,1315284400,1335407088,1356599664,1380774736,1399640672,1417744496,1432917120,1447148096,1460902752,1474825952,1488419392,1503679952,1509469072,1515807792,1523154112,1531130640,1539678752,1549293088,1558683920,1563245600,1576007312,1593638480,1618128656,1644707312,1665606768,1688876832,1710952432,1732672624,1757184784,1786262288,1814475088,1843662512,1871758064,1899667967,1930452447,1962276492,1996141474,2033090534,2071986970,2110127522,2149336120,2189251691,2231548833,2276187241,2326818943,2378888113,2434959454,2494975235,2552269746,2606483813,2664688093,2720682318,2777909453,2839231463,2891257117,2947090798,3000656901,3052326003,3106540961,3160908207,3214637729,3272012685,3324951068,3378648555,3440940783,3506840461,3567271920,3628059659,3689250006,3753455956,3821129844,3888582855,3955637219,4021258224,4087519967,4157910825,4230057363,4307821612,4385874158,4465240838,4541929302,4615961420,4689767691,4757250750,4829633894,4899749565,4967410964,5035412195,5099665521,5166369509,5233771592,5303713347
Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23124155,47199761,72027938,98086038,126031637,155751780,187279024,220573309,255387312,291179353,328454473,367660666,409274337,453066357,498717368,546116800,595950808,647702299,701213153,756559844,812362853,870361083,927261249,985237138,1044042091,1103374612,1167363980,1231524521,1298386435,1367083671,1434338103,1497391055,1558191309,1614367111,1662775453,1704722012,1738033128,1769274738,1799078598,1830743640,1859313868,1888820188,1917612868,1947254717,1977881439,2009959594,2044246014,2083354554,2113812824,2149263424,2181120054,2211752942,2245149560,2280646506,2316226467,2353640890,2393882319,2433570604,2471780322
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,120912,197856,278464,362736,490976,630208,806080,985616,1245760,1656128,2202064,2927536,3634688,4719232,6034608,7126480,8827476,10455193,12195958,14764728,21488475,27969773,35832518,43212268,51458387,57915783,67624472,74221516,81137168,89109293,91907733,94166218,96180592,98034576,99544144,100954784,102376416,103915296,105860880,107810128,109590832,111382528,113082624,114768064,116449840,118116960,119479968,121158080,122832528,124499648,126067840,127643360,129160256,130882336,132622736,134286192,135975296,137470208,139111680,140764144,142629120,144596688,147395984,149810560,152327089,154892395,157456745
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,131904,663184,2612432,5866064,9343200,12527216,15495056,18345648,20961744,23720736,26538352,29601456,32961344,36911136,41487472,46096784,47478112,48654256,49940320,50936928,51981168,53384480,54439712,55194496,56484224,57795936,58371184,60140896,61731072,62925536,64523040,65750480,66399008,67402944,68505808,69777216,72367664,75405120,79083776,84601760,90002496,95751312,102320864,109784432,117544784,125671536,133552800,142071600,151902112,160124128,169324432,179510352,190513344,201934032,214076594,225793340,238198721,250054050,260927894,275537676,290293317,305080404,320670029,337957760,356323302,374311415,392929330,406834667,422511845,438949048,456388154,475520663,494277583,521047635,550730082,578827612,607902442,636341272,662789496,693873386,724962339,757809267,792074360,826530054
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840006,4051911,6342320,8859076,11752318,14726930,17848235,21024548,24395689,28261352,32010679,35813876,39419942,42926301,47476870,52133457,56998566,62562664,68365280,74370662,81004694,88625647,96537477,105115138,113328929,122429686,132640880,144074624,155904960,169415283,182831593,198321556,214224115,231932904,249300820,268228795,291000182,314949824,339897856,363808971,388826400,416331291,448275158,481460528,516601168,553763031,592678928,635634625,679401066,727708679,780001288,838283137,899880606,965483132,1033189646,1104335325,1187836112,1273089719,1361147180
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,14656,18320,21984,25648,29312,29312,29312,29312,29312,32976,32976,32976,32976,32976,32976,32976,32976,36640,40304,43968,117248,227168,315104,425024,538608,666848,795088,930656,1080880,1231104,1403312,1597504,1857648,2048176,2227712,2432896,2700368,3037456,3477136,3957120,4385808,4869456,5371424,5851408,6342384,6910304,7441584,8031488,8661696,9262592,9936768,10621936,11266800,11951968,12693301,13529578,14435653,15366148,16300735,17276682,18336992,19529097,20495421,21605257,22347141,23170100,24012430,24901328,26022542,27213758,28381793,29583085,30786890,32028260,33294270,34616604,35955896,37290266,38879272,40468581,41921213,43425375,44875267,46304794,47558304,48859181,50183850,51506565
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35940692,73359844,111948394,152448239,195881636,242072996,291072694,342818442,396925983,452553483,510485978,571419588,636082550,704117542,775026346,848635203,926007945,1006336028,1089372375,1175238727,1261796671,1351740934,1439955157,1529828320,1620961234,1712889379,1812033747,1911411201,2014958885,2121330430,2225433360,2329568044,2426608103,2516598549,2594214128,2658587085,2716534574,2775736848,2838282684,2897690502,2954681709,3010139744,3065700074,3121377231,3178489518,3239256709,3301306104,3366167714,3430431637,3496821696,3558759528,3622621918,3685394664,3749069421,3813493118,3877273104,3936238856,3996748059,4058119852
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,6397344,12593168,17055920,21771488,26336832,30744624,35504160,41102752,47100720,53223264,59932048,67659424,75049712,82729456,89841280,97641936,105860288,114826096,124143648,132427952,141162928,150495136,160662736,172072432,183859520,196918016,210295280,223507664,237262320,251713136,266610960,281823888,298282576,314627680,331855808,349937648,368997776,389527168,411760320,431861024,453511600,478258256,501975328,527564704,555671248,581586720,608517120,634835632,659886400,687124576,714857392,745283248,775914288,808351680,842734656,876604672,909686928,941790896,975759840,1011813600,1048647792,1088471808,1126251312,1163979520,1200055264,1239886608,1280018400,1322297296,1366041792,1411127312,1458253680,1507919200,1554627872,1603483648,1656113344,1706464032,1756730448,1814225936,1872549488,1930396720,1988159680,2049447408,2111134512,2175910368,2243925200,2284500336,2318919952,2364712624,2400960576,2434684032,2479553376,2534707568,2585241456,2641150432,2713034448,2789289616,2867329152,2945013280,3035488432,3123746864,3220714624,3314399440,3398532208,3466253920,3538918368,3613883808,3685533328,3760546400,3850856672,3929988080,4003707760,4065812560,4130998784,4192077664,4249932224,4283073104,4321830896,4378249168,4460289792,4545360544,4626144416,4702359280,4791826832,4875307408,4957699776,5043452032,5135488048,5232287264,5328793360,5416494864,5504804964,5595713047,5688411341,5786429644,5892106034,5995660026,6100990820,6206087564,6313448570,6431886146,6555377903,6680868360,6802238945,6932876783,7071516174,7206466618,7328290039,7457968153,7584168095,7719619065,7859406373,7994243029,8117817495,8234920282,8336122975,8441090430,8545095873,8647463671,8750053507,8849797636,8956591203,9077075603,9200620312,9323278123,9444835407,9569773596,9695856560,9825440185,9949487009,10079772122,10204517824,10331312613,10457441619,10583886245,10711839430,10840880312,10966518514,11090549403,11211160804,11331819814,11439462181,11553044213,11657202855,11758597830,11860568272,11956959313,12057188803,12157432512,12257548524
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18320,43968,69616,98928,128240,157552,186864,216176,256480,296784,340752,377392,447008,509296,593568,677840,758448,879360,981952,1117520,1238432,1381328,1538880,1685440,1839328,2015200,2191072,2388928,2605104,2813952,3004480,3187680,3359888,3532096,3704304,3894832,4100016,4327184,4576336,4876784,5188224,5547296,5902704,6280096,6653824,7031216,7338992,7727376,8097440,8445520,8841232,9288240,9720592,10152944,10544992,10966352,11409696,11886016,12322032,12908272,13446880,14047776,14524096,15037056,15531696,16053957,16601391,17162217
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124576,227168,388384,516624,652192,773104,916000,1066224,1179808,1322704,1476592,1678112,1960240,2253360,2641744,3022800,3429504,3872848,4132992,4429776,4792512,5158912,5666371,6084017,6561357,7001008,7486607,8212347,8877780,9394970,9933021,10542675,11223359,12015488,12880431,13967115,15189369,16462928,17694029,18892180,20086545,21628865,23202863,24992635,27045815,29373394,31854460,34221541,37932883,42252514,46507328,51015261,55954206,61075490,66381011,72033650,78191884,84542220,91290139,98792204
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43968,102592,208848,300448,384720,494640,630208,769440,916000,1051568,1209120,1384992,1542544,1692768,1894288,2073824,2275344,2487856,2711360,2909216,3136384,3367216,3620032,4045056,4488400,4946400,5415392,5869728,6294752,6756416,7192432,7580816,7976528,8427200,8870544,9321216,9742576,10314160,10959024,11739456,12241424,12780032,13241696,13780304,14311584,14842864,15370480,15894432,16414720,16927680,17444304,17971920,18528848,19089440,19672016,20254592,20906784,21635920,22284448,22760768,23368992,23812336,24288656,24746656,25321904,25922436,26534625,27146704
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,10992,14656,18320,21984,25648,32976,43968,65952,87936,113584,146560,175872,227168,289456,344416,447008,556928,619216,747456,923575,1128952,1301980,1503588,1739729,2025040,2401878,2769041,3139802,3521489,3890502,4292212,4653338,4943817,5321940,5694946,6066973,6467797,6835598,7299755,7967219,8721026,9574170,10493774,11481731,12596312,13762670
